start_date_yyyymmdd,start_station_name,start_station_id,end_date_yyyymmdd,end_station_name,end_station_id,duration
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,1005
2015-07-10,San Francisco Caltrain (Townsend at 4th),70,2015-07-10,Civic Center BART (7th at Market),72,580
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Steuart at Market,74,352
2015-07-10,Commercial at Montgomery,45,2015-07-10,Davis at Jackson,42,217
2015-07-10,South Van Ness at Market,66,2015-07-10,Townsend at 7th,65,480
2015-07-10,2nd at South Park,64,2015-07-10,Harry Bridges Plaza (Ferry Building),50,688
2015-07-10,San Antonio Caltrain Station,29,2015-07-10,Mountain View Caltrain Station,28,906
2015-07-10,Davis at Jackson,42,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,888
2015-07-10,Townsend at 7th,65,2015-07-10,2nd at Townsend,61,452
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Powell Street BART,39,556
2015-07-10,2nd at Folsom,62,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,431
2015-07-10,Civic Center BART (7th at Market),72,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,510
2015-07-10,2nd at Townsend,61,2015-07-10,Harry Bridges Plaza (Ferry Building),50,392
2015-07-10,Powell at Post (Union Square),71,2015-07-10,San Francisco City Hall,58,628
2015-07-10,Clay at Battery,41,2015-07-10,2nd at Townsend,61,760
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Harry Bridges Plaza (Ferry Building),50,231
2015-07-10,Market at 4th,76,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,317
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,675
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,701
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Civic Center BART (7th at Market),72,672
2015-07-10,Embarcadero at Vallejo,48,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,1159
2015-07-10,Market at 10th,67,2015-07-10,San Francisco City Hall,58,156
2015-07-10,Commercial at Montgomery,45,2015-07-10,Market at Sansome,77,368
2015-07-10,Market at 4th,76,2015-07-10,Harry Bridges Plaza (Ferry Building),50,323
2015-07-10,San Jose Diridon Caltrain Station,2,2015-07-10,Santa Clara at Almaden,4,308
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,815
2015-07-10,Market at Sansome,77,2015-07-10,Harry Bridges Plaza (Ferry Building),50,254
2015-07-10,Commercial at Montgomery,45,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,366
2015-07-10,Howard at 2nd,63,2015-07-10,Harry Bridges Plaza (Ferry Building),50,339
2015-07-10,San Francisco Caltrain (Townsend at 4th),70,2015-07-10,Harry Bridges Plaza (Ferry Building),50,546
2015-07-10,Powell Street BART,39,2015-07-10,Washington at Kearny,46,549
2015-07-10,Castro Street and El Camino Real,32,2015-07-10,Mountain View Caltrain Station,28,696
2015-07-10,Howard at 2nd,63,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,384
2015-07-10,Steuart at Market,74,2015-07-10,Townsend at 7th,65,909
2015-07-10,Commercial at Montgomery,45,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,297
2015-07-10,Castro Street and El Camino Real,32,2015-07-10,Mountain View Caltrain Station,28,757
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Embarcadero at Sansome,60,1217
2015-07-10,Castro Street and El Camino Real,32,2015-07-10,Mountain View Caltrain Station,28,772
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Embarcadero at Sansome,60,1306
2015-07-10,Embarcadero at Folsom,51,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,625
2015-07-10,Broadway St at Battery St,82,2015-07-10,Steuart at Market,74,231
2015-07-10,Market at 10th,67,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,498
2015-07-10,Powell at Post (Union Square),71,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,541
2015-07-10,Mountain View City Hall,27,2015-07-10,Mountain View Caltrain Station,28,231
2015-07-10,Davis at Jackson,42,2015-07-10,Embarcadero at Sansome,60,418
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,2nd at Townsend,61,876
2015-07-10,Spear at Folsom,49,2015-07-10,Grant Avenue at Columbus Avenue,73,805
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,2nd at Townsend,61,912
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,2nd at Townsend,61,913
2015-07-10,Cowper at University,37,2015-07-10,Palo Alto Caltrain Station,34,228
2015-07-10,Commercial at Montgomery,45,2015-07-10,Embarcadero at Bryant,54,545
2015-07-10,Broadway St at Battery St,82,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,341
2015-07-10,Steuart at Market,74,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,615
2015-07-10,Market at 4th,76,2015-07-10,Market at 10th,67,418
2015-07-10,Steuart at Market,74,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,675
2015-07-10,Townsend at 7th,65,2015-07-10,Civic Center BART (7th at Market),72,586
2015-07-10,Clay at Battery,41,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,914
2015-07-10,San Pedro Square,6,2015-07-10,San Jose Diridon Caltrain Station,2,413
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Davis at Jackson,42,311
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Davis at Jackson,42,342
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Embarcadero at Sansome,60,561
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Davis at Jackson,42,335
2015-07-10,5th at Howard,57,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,304
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Powell at Post (Union Square),71,399
2015-07-10,Howard at 2nd,63,2015-07-10,Post at Kearny,47,263
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,927
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Market at 10th,67,1299
2015-07-10,Market at 4th,76,2015-07-10,South Van Ness at Market,66,609
2015-07-10,San Francisco City Hall,58,2015-07-10,Commercial at Montgomery,45,1579
2015-07-10,Powell Street BART,39,2015-07-10,Post at Kearny,47,364
2015-07-10,Commercial at Montgomery,45,2015-07-10,Clay at Battery,41,362
2015-07-10,San Francisco City Hall,58,2015-07-10,Commercial at Montgomery,45,1670
2015-07-10,Clay at Battery,41,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,815
2015-07-10,Broadway St at Battery St,82,2015-07-10,Steuart at Market,74,398
2015-07-10,Washington at Kearny,46,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,1434
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Civic Center BART (7th at Market),72,572
2015-07-10,Commercial at Montgomery,45,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,317
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,614
2015-07-10,Beale at Market,56,2015-07-10,Washington at Kearny,46,290
2015-07-10,Embarcadero at Folsom,51,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,508
2015-07-10,Powell at Post (Union Square),71,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,637
2015-07-10,2nd at Folsom,62,2015-07-10,Harry Bridges Plaza (Ferry Building),50,488
2015-07-10,2nd at Folsom,62,2015-07-10,Harry Bridges Plaza (Ferry Building),50,312
2015-07-10,San Francisco City Hall,58,2015-07-10,Market at 10th,67,967
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,5378
2015-07-10,Broadway St at Battery St,82,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,715
2015-07-10,2nd at South Park,64,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,470
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,2nd at Townsend,61,1690
2015-07-10,Townsend at 7th,65,2015-07-10,Civic Center BART (7th at Market),72,361
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,2nd at Townsend,61,1725
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Grant Avenue at Columbus Avenue,73,3550
2015-07-10,Broadway St at Battery St,82,2015-07-10,Mechanics Plaza (Market at Battery),75,402
2015-07-10,Davis at Jackson,42,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,854
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Harry Bridges Plaza (Ferry Building),50,1359
2015-07-10,2nd at South Park,64,2015-07-10,Harry Bridges Plaza (Ferry Building),50,748
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Harry Bridges Plaza (Ferry Building),50,1444
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,692
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Harry Bridges Plaza (Ferry Building),50,1472
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Embarcadero at Folsom,51,476
2015-07-10,Townsend at 7th,65,2015-07-10,Civic Center BART (7th at Market),72,446
2015-07-10,5th at Howard,57,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,375
2015-07-10,Howard at 2nd,63,2015-07-10,Spear at Folsom,49,403
2015-07-10,San Francisco Caltrain (Townsend at 4th),70,2015-07-10,Civic Center BART (7th at Market),72,666
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Beale at Market,56,470
2015-07-10,Embarcadero at Bryant,54,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,496
2015-07-10,Powell Street BART,39,2015-07-10,Market at 4th,76,148
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Embarcadero at Sansome,60,1349
2015-07-10,Clay at Battery,41,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,877
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Townsend at 7th,65,781
2015-07-10,Market at 4th,76,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,334
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Townsend at 7th,65,193
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,Market at 4th,76,590
2015-07-10,Clay at Battery,41,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,320
2015-07-10,Steuart at Market,74,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,901
2015-07-10,Market at 10th,67,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,745
2015-07-10,Townsend at 7th,65,2015-07-10,Harry Bridges Plaza (Ferry Building),50,845
2015-07-10,2nd at South Park,64,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,512
2015-07-10,2nd at South Park,64,2015-07-10,2nd at Townsend,61,354
2015-07-10,Steuart at Market,74,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,840
2015-07-10,Market at 10th,67,2015-07-10,Powell Street BART,39,314
2015-07-10,Beale at Market,56,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,561
2015-07-10,2nd at Townsend,61,2015-07-10,Market at Sansome,77,531
2015-07-10,Powell at Post (Union Square),71,2015-07-10,Beale at Market,56,350
2015-07-10,2nd at Townsend,61,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,249
2015-07-10,Townsend at 7th,65,2015-07-10,Powell Street BART,39,667
2015-07-10,Broadway St at Battery St,82,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,1052
2015-07-10,Market at 4th,76,2015-07-10,Embarcadero at Sansome,60,799
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Powell Street BART,39,909
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Commercial at Montgomery,45,285
2015-07-10,Washington at Kearny,46,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,844
2015-07-10,Townsend at 7th,65,2015-07-10,Embarcadero at Bryant,54,701
2015-07-10,2nd at Townsend,61,2015-07-10,Steuart at Market,74,551
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,825
2015-07-10,Broadway St at Battery St,82,2015-07-10,Market at Sansome,77,402
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Powell at Post (Union Square),71,1225
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Powell at Post (Union Square),71,1226
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Powell at Post (Union Square),71,1340
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Powell at Post (Union Square),71,1264
2015-07-10,Cowper at University,37,2015-07-10,Park at Olive,38,4232
2015-07-10,2nd at Townsend,61,2015-07-10,Harry Bridges Plaza (Ferry Building),50,420
2015-07-10,Embarcadero at Vallejo,48,2015-07-10,Steuart at Market,74,189
2015-07-10,Broadway St at Battery St,82,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,857
2015-07-10,Spear at Folsom,49,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,640
2015-07-10,Market at 10th,67,2015-07-10,Steuart at Market,74,933
2015-07-10,Market at 10th,67,2015-07-10,Market at 10th,67,77
2015-07-10,Market at Sansome,77,2015-07-10,Market at 4th,76,203
2015-07-10,2nd at Townsend,61,2015-07-10,Harry Bridges Plaza (Ferry Building),50,372
2015-07-10,Embarcadero at Vallejo,48,2015-07-10,Embarcadero at Sansome,60,2104
2015-07-10,Embarcadero at Vallejo,48,2015-07-10,Embarcadero at Sansome,60,2125
2015-07-10,Market at Sansome,77,2015-07-10,Powell Street BART,39,341
2015-07-10,Embarcadero at Folsom,51,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,811
2015-07-10,2nd at Folsom,62,2015-07-10,2nd at Townsend,61,240
2015-07-10,2nd at Folsom,62,2015-07-10,2nd at Townsend,61,336
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,5th at Howard,57,355
2015-07-10,Davis at Jackson,42,2015-07-10,Market at 4th,76,539
2015-07-10,Embarcadero at Folsom,51,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,516
2015-07-10,Post at Kearny,47,2015-07-10,Steuart at Market,74,329
2015-07-10,Market at Sansome,77,2015-07-10,Harry Bridges Plaza (Ferry Building),50,160
2015-07-10,Grant Avenue at Columbus Avenue,73,2015-07-10,Steuart at Market,74,445
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,Beale at Market,56,223
2015-07-10,2nd at Townsend,61,2015-07-10,Harry Bridges Plaza (Ferry Building),50,400
2015-07-10,Steuart at Market,74,2015-07-10,Embarcadero at Vallejo,48,234
2015-07-10,Post at Kearny,47,2015-07-10,Harry Bridges Plaza (Ferry Building),50,383
2015-07-10,Yerba Buena Center of the Arts (3rd @ Howard),68,2015-07-10,Beale at Market,56,522
2015-07-10,Post at Kearny,47,2015-07-10,Townsend at 7th,65,636
2015-07-10,Powell Street BART,39,2015-07-10,Commercial at Montgomery,45,452
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,464
2015-07-10,Grant Avenue at Columbus Avenue,73,2015-07-10,Market at 10th,67,924
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at Townsend,61,7292
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at Townsend,61,7285
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,1125
2015-07-10,Powell Street BART,39,2015-07-10,San Francisco City Hall,58,617
2015-07-10,Market at 4th,76,2015-07-10,Embarcadero at Sansome,60,3230
2015-07-10,Market at 4th,76,2015-07-10,Embarcadero at Sansome,60,3225
2015-07-10,Powell Street BART,39,2015-07-10,San Francisco City Hall,58,788
2015-07-10,San Jose Civic Center,3,2015-07-10,MLK Library,11,2650
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,807
2015-07-10,2nd at Folsom,62,2015-07-10,Broadway St at Battery St,82,728
2015-07-10,Commercial at Montgomery,45,2015-07-10,Powell Street BART,39,478
2015-07-10,Commercial at Montgomery,45,2015-07-10,Harry Bridges Plaza (Ferry Building),50,357
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at South Park,64,577
2015-07-10,Commercial at Montgomery,45,2015-07-10,Embarcadero at Bryant,54,717
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at South Park,64,558
2015-07-10,Market at Sansome,77,2015-07-10,Harry Bridges Plaza (Ferry Building),50,389
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Harry Bridges Plaza (Ferry Building),50,741
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Steuart at Market,74,303
2015-07-10,Davis at Jackson,42,2015-07-10,Embarcadero at Sansome,60,1198
2015-07-10,Embarcadero at Folsom,51,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,468
2015-07-10,Townsend at 7th,65,2015-07-10,Market at 10th,67,553
2015-07-10,Davis at Jackson,42,2015-07-10,Embarcadero at Sansome,60,1357
2015-07-10,Davis at Jackson,42,2015-07-10,Embarcadero at Sansome,60,1364
2015-07-10,Powell Street BART,39,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,563
2015-07-10,Clay at Battery,41,2015-07-10,Mechanics Plaza (Market at Battery),75,1324
2015-07-10,2nd at Townsend,61,2015-07-10,Clay at Battery,41,989
2015-07-10,2nd at Townsend,61,2015-07-10,Clay at Battery,41,1030
2015-07-10,2nd at Townsend,61,2015-07-10,Clay at Battery,41,1036
2015-07-10,San Pedro Square,6,2015-07-10,San Jose Diridon Caltrain Station,2,1202
2015-07-10,2nd at Townsend,61,2015-07-10,Harry Bridges Plaza (Ferry Building),50,564
2015-07-10,Powell at Post (Union Square),71,2015-07-10,Post at Kearny,47,366
2015-07-10,Steuart at Market,74,2015-07-10,2nd at Townsend,61,643
2015-07-10,Market at 4th,76,2015-07-10,Harry Bridges Plaza (Ferry Building),50,1134
2015-07-10,Steuart at Market,74,2015-07-10,2nd at Townsend,61,434
2015-07-10,Clay at Battery,41,2015-07-10,Broadway St at Battery St,82,206
2015-07-10,Embarcadero at Vallejo,48,2015-07-10,Market at 4th,76,596
2015-07-10,2nd at Folsom,62,2015-07-10,2nd at Townsend,61,248
2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,2015-07-10,Spear at Folsom,49,1618
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Embarcadero at Bryant,54,577
2015-07-10,Market at Sansome,77,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,328
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Commercial at Montgomery,45,372
2015-07-10,Steuart at Market,74,2015-07-10,Embarcadero at Sansome,60,393
2015-07-10,Davis at Jackson,42,2015-07-10,Market at Sansome,77,347
2015-07-10,Civic Center BART (7th at Market),72,2015-07-10,5th at Howard,57,345
2015-07-10,Beale at Market,56,2015-07-10,Broadway St at Battery St,82,336
2015-07-10,Townsend at 7th,65,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,190
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Embarcadero at Bryant,54,472
2015-07-10,Broadway St at Battery St,82,2015-07-10,Mechanics Plaza (Market at Battery),75,297
2015-07-10,Washington at Kearny,46,2015-07-10,Washington at Kearny,46,1087
2015-07-10,Market at 4th,76,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,326
2015-07-10,Civic Center BART (7th at Market),72,2015-07-10,Post at Kearny,47,362
2015-07-10,Post at Kearny,47,2015-07-10,2nd at South Park,64,70
2015-07-10,2nd at South Park,64,2015-07-10,Post at Kearny,47,624
2015-07-10,Santa Clara at Almaden,4,2015-07-10,San Pedro Square,6,585
2015-07-10,MLK Library,11,2015-07-10,San Jose Diridon Caltrain Station,2,394
2015-07-10,Washington at Kearny,46,2015-07-10,Powell Street BART,39,679
2015-07-10,Yerba Buena Center of the Arts (3rd @ Howard),68,2015-07-10,Mechanics Plaza (Market at Battery),75,353
2015-07-10,Beale at Market,56,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,752
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Folsom,51,400
2015-07-10,Howard at 2nd,63,2015-07-10,Steuart at Market,74,302
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Folsom,51,465
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Folsom,51,421
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Folsom,51,416
2015-07-10,2nd at Folsom,62,2015-07-10,Embarcadero at Bryant,54,271
2015-07-10,Steuart at Market,74,2015-07-10,Embarcadero at Sansome,60,558
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Steuart at Market,74,416
2015-07-10,Howard at 2nd,63,2015-07-10,5th at Howard,57,254
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Bryant,54,1269
2015-07-10,Market at 4th,76,2015-07-10,Townsend at 7th,65,653
2015-07-10,Mountain View Caltrain Station,28,2015-07-10,Mountain View Caltrain Station,28,12061
2015-07-10,Steuart at Market,74,2015-07-10,Embarcadero at Bryant,54,424
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Embarcadero at Bryant,54,956
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Embarcadero at Bryant,54,985
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,760
2015-07-10,San Pedro Square,6,2015-07-10,Santa Clara County Civic Center,80,744
2015-07-10,Civic Center BART (7th at Market),72,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,814
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Embarcadero at Bryant,54,1125
2015-07-10,Howard at 2nd,63,2015-07-10,5th at Howard,57,302
2015-07-10,Townsend at 7th,65,2015-07-10,Yerba Buena Center of the Arts (3rd @ Howard),68,747
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Embarcadero at Bryant,54,1173
2015-07-10,2nd at Folsom,62,2015-07-10,Commercial at Montgomery,45,393
2015-07-10,San Salvador at 1st,8,2015-07-10,Santa Clara at Almaden,4,1800
2015-07-10,Mountain View Caltrain Station,28,2015-07-10,Rengstorff Avenue / California Street,33,688
2015-07-10,Powell Street BART,39,2015-07-10,Townsend at 7th,65,642
2015-07-10,Post at Kearny,47,2015-07-10,Market at Sansome,77,181
2015-07-10,Ryland Park,84,2015-07-10,Santa Clara County Civic Center,80,489
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Post at Kearny,47,347
2015-07-10,Broadway St at Battery St,82,2015-07-10,Market at Sansome,77,357
2015-07-10,Market at Sansome,77,2015-07-10,Commercial at Montgomery,45,5828
2015-07-10,2nd at Folsom,62,2015-07-10,Post at Kearny,47,960
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Embarcadero at Sansome,60,503
2015-07-10,Ryland Park,84,2015-07-10,San Jose Civic Center,3,1463
2015-07-10,Post at Kearny,47,2015-07-10,Civic Center BART (7th at Market),72,416
2015-07-10,Market at Sansome,77,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,725
2015-07-10,San Francisco Caltrain (Townsend at 4th),70,2015-07-10,Harry Bridges Plaza (Ferry Building),50,630
2015-07-10,Market at Sansome,77,2015-07-10,Washington at Kearny,46,320
2015-07-10,San Salvador at 1st,8,2015-07-10,San Jose Civic Center,3,804
2015-07-10,Market at Sansome,77,2015-07-10,Davis at Jackson,42,324
2015-07-10,Spear at Folsom,49,2015-07-10,Harry Bridges Plaza (Ferry Building),50,200
2015-07-10,Beale at Market,56,2015-07-10,2nd at Townsend,61,411
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at Townsend,61,1192
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at Townsend,61,1219
2015-07-10,Market at Sansome,77,2015-07-10,Davis at Jackson,42,427
2015-07-10,Embarcadero at Sansome,60,2015-07-10,2nd at Townsend,61,1291
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Sansome,60,666
2015-07-10,Mechanics Plaza (Market at Battery),75,2015-07-10,Howard at 2nd,63,324
2015-07-10,Townsend at 7th,65,2015-07-10,2nd at Townsend,61,500
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Embarcadero at Sansome,60,278
2015-07-10,Embarcadero at Sansome,60,2015-07-10,Embarcadero at Sansome,60,275
2015-07-10,Embarcadero at Bryant,54,2015-07-10,2nd at Folsom,62,330
2015-07-10,Adobe on Almaden,5,2015-07-10,St James Park,13,753
2015-07-10,San Francisco Caltrain (Townsend at 4th),70,2015-07-10,Powell Street BART,39,427
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Embarcadero at Sansome,60,427
2015-07-10,Commercial at Montgomery,45,2015-07-10,Market at Sansome,77,618
2015-07-10,2nd at Townsend,61,2015-07-10,5th at Howard,57,590
2015-07-10,Howard at 2nd,63,2015-07-10,Embarcadero at Bryant,54,857
2015-07-10,Harry Bridges Plaza (Ferry Building),50,2015-07-10,Temporary Transbay Terminal (Howard at Beale),55,310
2015-07-10,2nd at Folsom,62,2015-07-10,Townsend at 7th,65,608
2015-07-10,Paseo de San Antonio,7,2015-07-10,Ryland Park,84,1135
2015-07-10,St James Park,13,2015-07-10,San Pedro Square,6,439
2015-07-10,2nd at Folsom,62,2015-07-10,San Francisco Caltrain (Townsend at 4th),70,303
2015-07-10,Commercial at Montgomery,45,2015-07-10,Mechanics Plaza (Market at Battery),75,258
2015-07-10,Steuart at Market,74,2015-07-10,Howard at 2nd,63,268
2015-07-10,Broadway St at Battery St,82,2015-07-10,Clay at Battery,41,121
2015-07-10,Grant Avenue at Columbus Avenue,73,2015-07-10,Harry Bridges Plaza (Ferry Building),50,384
2015-07-10,Market at Sansome,77,2015-07-10,2nd at Townsend,61,1002
2015-07-10,Embarcadero at Bryant,54,2015-07-10,Embarcadero at Vallejo,48,569
2015-07-10,Powell Street BART,39,2015-07-10,Howard at 2nd,63,738
2015-07-10,Market at 4th,76,2015-07-10,Market at 10th,67,362
2015-07-10,Market at Sansome,77,2015-07-10,Embarcadero at Sansome,60,429
2015-07-10,Market at Sansome,77,2015-07-10,Spear at Folsom,49,419
2015-07-10,Post at Kearny,47,2015-07-10,Washington at Kearny,46,234
2015-07-10,Market at 10th,67,2015-07-10,Yerba Buena Center of the Arts (3rd @ Howard),68,1251
2015-07-10,5th at Howard,57,2015-07-10,Civic Center BART (7th at Market),72,392
2015-07-10,Steuart at Market,74,2015-07-10,Embarcadero at Vallejo,48,315
2015-07-10,Davis at Jackson,42,2015-07-10,Washington at Kearny,46,254
2015-07-10,Beale at Market,56,2015-07-10,Grant Avenue at Columbus Avenue,73,3061
2015-07-10,Beale at Market,56,2015-07-10,Grant Avenue at Columbus Avenue,73,3109
2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,2015-07-10,Market at Sansome,77,600
2015-07-10,Steuart at Market,74,2015-07-10,San Francisco Caltrain 2 (330 Townsend),69,568
2015-07-10,Broadway St at Battery St,82,2015-07-10,Powell Street BART,39,525
2015-07-10,Townsend at 7th,65,2015-07-10,Market at 4th,76,713
2015-07-10,Paseo de San Antonio,7,2015-07-10,Paseo de San Antonio,7,1817
2015-07-10,Santa Clara County Civic Center,80,2015-07-10,San Pedro Square,6,675
